market_id,model_id,name,short_name,brand,class,body,all_terrain,currency,net_price,price,img_ext_path,img_int_path
de_DE,2060081,C 300 de mit EQ Hybrid Technologie,C 300 de mit EQ Hybrid Technologie,Mercedes-Benz,C-Klasse,Limousine,False,EUR,57905.0,68906.95,imgs/1_ext.jpg,imgs/1_int.jpg
de_DE,2060091,C 300 de 4MATIC mit EQ Hybrid Technologie,C 300 de 4MATIC mit EQ Hybrid Technologie,Mercedes-Benz,C-Klasse,Limousine,False,EUR,59905.0,71286.95,imgs/2_ext.jpg,imgs/2_int.jpg
de_DE,2060541,C 300 e mit EQ Hybrid Technologie,C 300 e mit EQ Hybrid Technologie,Mercedes-Benz,C-Klasse,Limousine,False,EUR,55905.0,66526.95,imgs/3_ext.jpg,imgs/3_int.jpg
de_DE,2060561,C 300 e 4MATIC mit EQ Hybrid Technologie,C 300 e 4MATIC mit EQ Hybrid Technologie,Mercedes-Benz,C-Klasse,Limousine,False,EUR,57905.0,68906.95,imgs/4_ext.jpg,imgs/4_int.jpg
de_DE,2060551,C 400 e 4MATIC mit EQ Hybrid Technologie,C 400 e 4MATIC mit EQ Hybrid Technologie,Mercedes-Benz,C-Klasse,Limousine,False,EUR,61705.0,73428.95,imgs/5_ext.jpg,imgs/5_int.jpg
de_DE,2140081,E 300 de Limousine mit EQ Hybrid Technologie,E 300 de Limousine mit EQ Hybrid Technologie,Mercedes-Benz,E-Klasse,Limousine,False,EUR,60500.0,71995.0,,
de_DE,2140091,E 300 de 4MATIC Limousine mit EQ Hybrid Technologie,E 300 de 4MATIC Limousine mit EQ Hybrid Technologie,Mercedes-Benz,E-Klasse,Limousine,False,EUR,62800.0,74732.0,,
de_DE,2140541,E 300 e Limousine mit EQ Hybrid Technologie,E 300 e Limousine mit EQ Hybrid Technologie,Mercedes-Benz,E-Klasse,Limousine,False,EUR,58900.0,70091.0,,
de_DE,2140561,E 300 e 4MATIC Limousine mit EQ Hybrid Technologie,E 300 e 4MATIC Limousine mit EQ Hybrid Technologie,Mercedes-Benz,E-Klasse,Limousine,False,EUR,61200.0,72828.0,,
de_DE,2140551,E 400 e 4MATIC Limousine mit EQ Hybrid Technologie,E 400 e 4MATIC Limousine mit EQ Hybrid Technologie,Mercedes-Benz,E-Klasse,Limousine,False,EUR,67100.0,79849.0,,
